beer,abv,ibu,style,brewery
Sublimely Self-Righteous Ale,8.7,10.0,Undefined-Ignore,Stone Brewing Co.
Smoked Porter,5.9,10.0,Porter,Stone Brewing Co.
Double Bastard Ale,14.5,10.0,American-Style Pale Ale,Stone Brewing Co.
Stone Pale Ale,5.4,10.0,American-Style Pale Ale,Stone Brewing Co.
Arrogant Bastard Ale,7.2,10.0,American-Style Pale Ale,Stone Brewing Co.
Stone 11th Anniversery Ale,8.7,10.0,Dark American-Belgo-Style Ale,Stone Brewing Co.
Oaked Arrogant Bastard Ale,7.2,10.0,American-Style Strong Pale Ale,Stone Brewing Co.
13th Anniversary Ale,9.5,10.0,American-Style Strong Pale Ale,Stone Brewing Co.
Stone IPA,6.9,10.0,American-Style India Pale Ale,Stone Brewing Co.
9th Anniversary IPA,7.5,10.0,American-Style India Pale Ale,Stone Brewing Co.
7th Anniversary IPA,7.7,10.0,American-Style India Pale Ale,Stone Brewing Co.
5th Anniversary IPA,4.5,10.0,American-Style India Pale Ale,Stone Brewing Co.
4th Anniversary IPA,4.5,10.0,American-Style India Pale Ale,Stone Brewing Co.
Ruination IPA,7.7,10.0,Imperial or Double India Pale Ale,Stone Brewing Co.
Levitation Ale,4.4,10.0,American-Style Amber/Red Ale,Stone Brewing Co.
Imperial Stout 2003,9.4,10.0,American-Style Stout,Stone Brewing Co.
Imperial Stout 2002,9.47,10.0,American-Style Stout,Stone Brewing Co.
Imperial Stout 2001,9.47,10.0,American-Style Stout,Stone Brewing Co.
Imperial Russian Stout,14.55,10.0,American-Style Imperial Stout,Stone Brewing Co.
Vertical Epic 10.10.10,9.5,10.0,Belgian-Style Pale Ale,Stone Brewing Co.
Stone 09.09.09 Vertical Epic Ale,8.9,10.0,Belgian-Style Dark Strong Ale,Stone Brewing Co.
Stone Cali-Belgique,6.9,10.0,Other Belgian-Style Ales,Stone Brewing Co.
Ringwood Brewery Old Thumper Extra Special Ale,4.5,10.0,Undefined-Ignore,Shipyard Brewing - Portland
Pugsley's Signature Series Imperial Porter,7.1,10.0,Porter,Shipyard Brewing - Portland
Export Ale,5.1,10.0,American-Style Pale Ale,Shipyard Brewing - Portland
Fuggles IPA,4.5,10.0,American-Style India Pale Ale,Shipyard Brewing - Portland
Pugsley's Signature Series XXXX IPA,9.25,10.0,Imperial or Double India Pale Ale,Shipyard Brewing - Portland
Pugsley's Signature Series Barley Wine Style Ale,8.5,10.0,American-Style Barley Wine Ale,Shipyard Brewing - Portland
Pumpkinhead Ale,4.5,10.0,Pumpkin Beer,Shipyard Brewing - Portland
Bourbon Barrel Porter,9.1,10.0,Undefined-Ignore,Oregon Trail Brewery
White Christmas,6.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant
Old Blarney Barleywine,14.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant
Moylannium Ale,4.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant
Kilt Lifter Scottish Ale,8.0,10.0,Scotch Ale,Moylan's Brewery & Restaurant
India Pale Ale,6.5,10.0,American-Style Pale Ale,Moylan's Brewery & Restaurant
Moylander Double IPA,8.5,10.0,Imperial or Double India Pale Ale,Moylan's Brewery & Restaurant
Moylans Hopsickle Imperial Ale,9.2,10.0,Imperial or Double India Pale Ale,Moylan's Brewery & Restaurant
Irish Dry Stout,4.8,10.0,American-Style Stout,Moylan's Brewery & Restaurant
Imperial Stout,4.5,10.0,American-Style Stout,Moylan's Brewery & Restaurant
Grand Cru,9.0,10.0,Undefined-Ignore,Upstream Brewing Old Market
1000 Barley Wine,9.2,10.0,Undefined-Ignore,Upstream Brewing Old Market
Irish Red,4.4,10.0,Undefined-Ignore,Upstream Brewing Old Market
Firehouse ESB,5.5,10.0,Extra Special Bitter,Upstream Brewing Old Market
Dundee Scotch Ale,6.5,10.0,Scotch Ale,Upstream Brewing Old Market
Capitol Premium Pale Ale,5.0,10.0,American-Style Pale Ale,Upstream Brewing Old Market
Railyard Ale,5.8,10.0,American-Style Pale Ale,Upstream Brewing Old Market
India Pale Ale,6.3,10.0,American-Style India Pale Ale,Upstream Brewing Old Market
Gold Coast Blonde Ale,4.4,10.0,Golden or Blonde Ale,Upstream Brewing Old Market
Old Market Stout,4.5,10.0,American-Style Stout,Upstream Brewing Old Market
Blackstone Stout,4.4,10.0,American-Style Stout,Upstream Brewing Old Market
Heartland Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Upstream Brewing Old Market
Honey-Raspberry Ale,4.4,10.0,Belgian-Style Fruit Lambic,Upstream Brewing Old Market
O! Gold Light Beer,3.8,10.0,American-Style Light Lager,Upstream Brewing Old Market
American Wheat,4.7,10.0,Light American Wheat Ale or Lager,Upstream Brewing Old Market
Spring Heat Spiced Wheat,5.2,10.0,Undefined-Ignore,Anheuser-Busch
Bud Extra,6.6,10.0,Undefined-Ignore,Anheuser-Busch
Michelob Irish Red,4.5,10.0,Irish-Style Red Ale,Anheuser-Busch
Green Valley Stone Mill Pale Ale,5.5,10.0,American-Style Pale Ale,Anheuser-Busch
Pacific Ridge Pale Ale,4.5,10.0,American-Style Pale Ale,Anheuser-Busch
Michelob Pale Ale,4.5,10.0,American-Style Pale Ale,Anheuser-Busch
Michelob Dunkel Weisse,5.5,10.0,Dark American-Belgo-Style Ale,Anheuser-Busch
Budweiser American Ale,5.1,10.0,American-Style Amber/Red Ale,Anheuser-Busch
Beach Bum Blonde Ale,5.4,10.0,Golden or Blonde Ale,Anheuser-Busch
Bare Knuckle Stout,4.5,10.0,American-Style Stout,Anheuser-Busch
Shock Top,5.2,10.0,Belgian-Style White,Anheuser-Busch
Bud Light Golden Wheat,4.5,10.0,Belgian-Style White,Anheuser-Busch
Wild Blue Blueberry Lager,8.0,10.0,Belgian-Style Fruit Lambic,Anheuser-Busch
Ziegenbock Amber,4.5,10.0,Traditional German-Style Bock,Anheuser-Busch
Green Valley Wild Hop Lager,4.5,10.0,American-Style Lager,Anheuser-Busch
Michelob Hefeweizen,4.5,10.0,American-Style Lager,Anheuser-Busch
Bud Ice,5.5,10.0,American-Style Lager,Anheuser-Busch
Bud Ice Light,4.1,10.0,American-Style Lager,Anheuser-Busch
Michelob Amber Bock,5.2,10.0,American-Style Lager,Anheuser-Busch
Redbridge,4.5,10.0,American-Style Lager,Anheuser-Busch
Budweiser,5.0,10.0,American-Style Light Lager,Anheuser-Busch
Bud Light,4.2,10.0,American-Style Light Lager,Anheuser-Busch
Budweiser Select,4.3,10.0,American-Style Light Lager,Anheuser-Busch
Natural Ice,5.9,10.0,American-Style Light Lager,Anheuser-Busch
Natural Light,4.2,10.0,American-Style Light Lager,Anheuser-Busch
Bud Dry,5.0,10.0,American-Style Light Lager,Anheuser-Busch
Bud Light Lime,4.2,10.0,American-Style Light Lager,Anheuser-Busch
Sun Dog Amber Wheat,5.3,10.0,Light American Wheat Ale or Lager,Anheuser-Busch
Michelob Hop Hound Amber Wheat,5.3,10.0,Light American Wheat Ale or Lager,Anheuser-Busch
Jack's Pumpkin Spice Ale,5.5,10.0,Pumpkin Beer,Anheuser-Busch
Michelob Winter's Bourbon Cask Ale,6.0,10.0,Winter Warmer,Anheuser-Busch
Alpine Gold,4.5,10.0,Undefined-Ignore,Tied House Cafe & Brewery - San Jose
Cascade Amber,4.5,10.0,American-Style Amber/Red Ale,Tied House Cafe & Brewery - San Jose
Ironwood Dark,4.5,10.0,American-Style Brown Ale,Tied House Cafe & Brewery - San Jose
Oatmeal Stout,4.5,10.0,American-Style Stout,Tied House Cafe & Brewery - San Jose
Maibock,4.5,10.0,Traditional German-Style Bock,Tied House Cafe & Brewery - San Jose
Amber Light,4.5,10.0,American-Style Lager,Tied House Cafe & Brewery - San Jose
New World Wheat,4.5,10.0,American-Style Lager,Tied House Cafe & Brewery - San Jose
Harbor Light Ale,4.8,10.0,Undefined-Ignore,Half Moon Bay Brewing
Pillar Point Pale Ale,4.6,10.0,American-Style Pale Ale,Half Moon Bay Brewing
Old Princeton Landing IPA,6.1,10.0,American-Style India Pale Ale,Half Moon Bay Brewing
Mavericks Amber Ale,4.8,10.0,American-Style Amber/Red Ale,Half Moon Bay Brewing
Paddle Out Stout,5.2,10.0,American-Style Stout,Half Moon Bay Brewing
Sandy Beach Blonde Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Half Moon Bay Brewing
Illuminator Doppelbock,6.8,10.0,Traditional German-Style Bock,Half Moon Bay Brewing
Leroy Barleywine,4.5,10.0,Undefined-Ignore,Seabright Brewery
Red Nose,4.5,10.0,Undefined-Ignore,Seabright Brewery
Pelican Pale,5.0,10.0,American-Style Pale Ale,Seabright Brewery
Blur IPA,4.5,10.0,American-Style India Pale Ale,Seabright Brewery
Amber,5.0,10.0,American-Style Amber/Red Ale,Seabright Brewery
Oatmeal Stout,6.0,10.0,American-Style Stout,Seabright Brewery
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Seabright Brewery
Brew Ribbon,4.5,10.0,American-Style Lager,Seabright Brewery
Fairfax Coffee Porter,5.5,10.0,Undefined-Ignore,Iron Springs Pub & Brewery
Kent Lake Kolsch,4.0,10.0,Undefined-Ignore,Iron Springs Pub & Brewery
Shining Star Pale Ale,5.0,10.0,American-Style Pale Ale,Iron Springs Pub & Brewery
Casey Jones Imperial IPA,7.25,10.0,American-Style India Pale Ale,Iron Springs Pub & Brewery
IPA,6.0,10.0,American-Style India Pale Ale,Iron Springs Pub & Brewery
Epiphany Ale,5.5,10.0,American-Style Amber/Red Ale,Iron Springs Pub & Brewery
Chazz Cat Rye,4.5,10.0,American-Style Lager,Iron Springs Pub & Brewery
Honey Bunny Blonde Ale,5.8,10.0,American-Style Lager,Iron Springs Pub & Brewery
Czech Lager,4.5,10.0,Undefined-Ignore,Gordon Biersch Brewing
Pilsner,5.3,10.0,Undefined-Ignore,Gordon Biersch Brewing
Dunkles,5.1,10.0,Undefined-Ignore,Gordon Biersch Brewing
Golden Export,5.0,10.0,Undefined-Ignore,Gordon Biersch Brewing
Gordon Biersch Marzen,5.7,10.0,Undefined-Ignore,Gordon Biersch Brewing
Gordon Biersch Hefeweizen,5.5,10.0,South German-Style Hefeweizen,Gordon Biersch Brewing
Gordon Biersch Czech Lager,5.6,10.0,German-Style Pilsener,Gordon Biersch Brewing
Schwarzbier,4.3,10.0,German-Style Schwarzbier,Gordon Biersch Brewing
Gordon Biersch Schwarzbier,4.3,10.0,German-Style Schwarzbier,Gordon Biersch Brewing
Blonde Bock,7.0,10.0,Traditional German-Style Bock,Gordon Biersch Brewing
Maibock,4.5,10.0,Traditional German-Style Bock,Gordon Biersch Brewing
Bock,4.5,10.0,Traditional German-Style Bock,Gordon Biersch Brewing
Premium Light Lager,4.5,10.0,American-Style Lager,Gordon Biersch Brewing
ESB,4.5,10.0,Undefined-Ignore,Roost Brewery
Porter,4.5,10.0,Porter,Roost Brewery
Pale Ale,4.5,10.0,American-Style Pale Ale,Roost Brewery
Kristall Weizen,4.5,10.0,American-Style Lager,Roost Brewery
ESB (Extra Special Blizzard),6.0,10.0,Undefined-Ignore,Snowshoe Brewing - Sonora
Thompson Pale Ale,5.5,10.0,American-Style Pale Ale,Snowshoe Brewing - Sonora
Golden Ale,4.5,10.0,Undefined-Ignore,HopTown Brewing
Paint the Town Red,4.5,10.0,American-Style Amber/Red Ale,HopTown Brewing
Copper Wheat,4.5,10.0,American-Style Lager,HopTown Brewing
Red Ale,4.5,10.0,Undefined-Ignore,Jack's Brewing
Penalty Shot Porter,5.8,10.0,Porter,Jack's Brewing
India Pale Ale,7.5,10.0,American-Style Pale Ale,Jack's Brewing
Grid Iron Amber Ale,5.6,10.0,American-Style Amber/Red Ale,Jack's Brewing
Hefeweizen,5.6,10.0,South German-Style Hefeweizen,Jack's Brewing
Boys of Summer Wheat,3.5,10.0,American-Style Lager,Jack's Brewing
Bitter,4.5,10.0,Undefined-Ignore,Firehouse Grill & Brewery
Pale Ale,4.5,10.0,American-Style Pale Ale,Firehouse Grill & Brewery
Double IPA,4.5,10.0,American-Style India Pale Ale,Firehouse Grill & Brewery
Red Ale,4.5,10.0,American-Style Amber/Red Ale,Firehouse Grill & Brewery
Hefeweizen,4.5,10.0,American-Style Lager,Firehouse Grill & Brewery
Brewhouse Blonde,4.7,10.0,Undefined-Ignore,BJ's Restaurant and Brewery
Jeremiah Red,7.3,10.0,Irish-Style Red Ale,BJ's Restaurant and Brewery
P.M. Porter,6.4,10.0,Porter,BJ's Restaurant and Brewery
Piranha Pale Ale,5.7,10.0,American-Style Pale Ale,BJ's Restaurant and Brewery
Nutty Brewnette,5.9,10.0,American-Style Brown Ale,BJ's Restaurant and Brewery
Tatonka Stout,8.5,10.0,American-Style Imperial Stout,BJ's Restaurant and Brewery
Harvest Hefeweizen,4.9,10.0,South German-Style Hefeweizen,BJ's Restaurant and Brewery
BJ's Annual Grand Cru,14.5,10.0,Belgian-Style Pale Strong Ale,BJ's Restaurant and Brewery
Nit Wit,4.7,10.0,Belgian-Style White,BJ's Restaurant and Brewery
Belgian Tripel,4.5,10.0,Undefined-Ignore,Faultline Brewing #1
Belgian Abbey,4.5,10.0,Undefined-Ignore,Faultline Brewing #1
Best Bitter,4.5,10.0,Undefined-Ignore,Faultline Brewing #1
Pilsner,4.5,10.0,Undefined-Ignore,Faultline Brewing #1
Kí_lsch,4.5,10.0,Undefined-Ignore,Faultline Brewing #1
Pale Ale,4.5,10.0,American-Style Pale Ale,Faultline Brewing #1
India Pale Ale (IPA),4.5,10.0,American-Style India Pale Ale,Faultline Brewing #1
Stout,4.5,10.0,American-Style Stout,Faultline Brewing #1
Hefe Weizen,4.5,10.0,South German-Style Hefeweizen,Faultline Brewing #1
Old Crustacean Barleywine 2006,11.5,10.0,Undefined-Ignore,Rogue Ales
Old Crustacean Barleywine 2005,4.5,10.0,Undefined-Ignore,Rogue Ales
Old Crustacean Barleywine 1993,4.5,10.0,Undefined-Ignore,Rogue Ales
Old Crustacean Barleywine 1996,4.5,10.0,Undefined-Ignore,Rogue Ales
Charlie 1981,8.5,10.0,Undefined-Ignore,Rogue Ales
Chipotle Ale,4.5,10.0,Undefined-Ignore,Rogue Ales
Mogul Ale,6.25,10.0,Undefined-Ignore,Rogue Ales
Morimoto Imperial Pilsner,8.8,10.0,Undefined-Ignore,Rogue Ales
Dad's Little Helper,4.5,10.0,Undefined-Ignore,Rogue Ales
Jittery Frog,6.0,10.0,Undefined-Ignore,Rogue Ales
Rogue Smoke,6.0,10.0,Undefined-Ignore,Rogue Ales
Brutal Bitter,6.5,10.0,Extra Special Bitter,Rogue Ales
Youngers Special Bitter,4.5,10.0,Extra Special Bitter,Rogue Ales
Mocha Porter / New Porter,5.3,10.0,Porter,Rogue Ales
Roughstock Ale,4.5,10.0,American-Style Pale Ale,Rogue Ales
Chamomellow,4.5,10.0,American-Style Pale Ale,Rogue Ales
Hoppy Frog,6.5,10.0,American-Style India Pale Ale,Rogue Ales
Tracktown IPA,7.0,10.0,American-Style India Pale Ale,Rogue Ales
Trafalgar IPA,4.5,10.0,American-Style India Pale Ale,Rogue Ales
Yellow Snow IPA,4.5,10.0,American-Style India Pale Ale,Rogue Ales
Imperial India Pale Ale / I2PA,9.5,10.0,Imperial or Double India Pale Ale,Rogue Ales
Ten Thousand Brew Ale,14.5,10.0,Imperial or Double India Pale Ale,Rogue Ales
Dry Hopped St. Rogue Red Ale,5.1,10.0,American-Style Amber/Red Ale,Rogue Ales
American Amber Ale,5.6,10.0,American-Style Amber/Red Ale,Rogue Ales
Santas Private Reserve,6.0,10.0,American-Style Amber/Red Ale,Rogue Ales
Red Fox,4.5,10.0,American-Style Amber/Red Ale,Rogue Ales
Imperial Red,9.0,10.0,American-Style Amber/Red Ale,Rogue Ales
Old Crustacean Barleywine 2004,11.5,10.0,American-Style Barley Wine Ale,Rogue Ales
Oregon Golden Ale,4.5,10.0,Golden or Blonde Ale,Rogue Ales
Hazelnut Brown Nectar,6.0,10.0,American-Style Brown Ale,Rogue Ales
Monk Madness Ale,7.4,10.0,American-Style Brown Ale,Rogue Ales
Chocolate Stout,6.0,10.0,American-Style Stout,Rogue Ales
Shakespeare Stout,6.0,10.0,American-Style Stout,Rogue Ales
XS Imperial Stout,14.5,10.0,American-Style Stout,Rogue Ales
Menage Frog,9.0,10.0,Belgian-Style Tripel,Rogue Ales
Half-E-Weizen,4.8,10.0,Belgian-Style White,Rogue Ales
Golden Frog,6.0,10.0,Other Belgian-Style Ales,Rogue Ales
íñber Pilsner,5.2,10.0,German-Style Pilsener,Rogue Ales
Dead Guy Ale,6.5,10.0,German-Style Heller Bock/Maibock,Rogue Ales
Double Dead Guy Ale,9.0,10.0,German-Style Doppelbock,Rogue Ales
Artisan Lager,4.5,10.0,American-Style Lager,Rogue Ales
Kells Irish Style Lager,5.0,10.0,American-Style Lager,Rogue Ales
Honey Cream Ale,5.5,10.0,American-Style Cream Ale or Lager,Rogue Ales
Issaquah Bullfrog Ale,4.5,10.0,Light American Wheat Ale or Lager,Rogue Ales
Honey Orange Wheat,4.5,10.0,Light American Wheat Ale or Lager,Rogue Ales
Morimoto Black Obi Soba Ale,4.5,10.0,Fruit Beer,Rogue Ales
Morimoto Soba Ale,4.5,10.0,Fruit Beer,Rogue Ales
Juniper Pale Ale,5.3,10.0,Herb and Spice Beer,Rogue Ales
Frosty Frog,9.0,10.0,Winter Warmer,Rogue Ales
Bovine Belgian Winter Ale,4.5,10.0,Undefined-Ignore,Little Apple Brewing
Prairie Pale,4.5,10.0,American-Style Pale Ale,Little Apple Brewing
Bison Brown Ale,4.5,10.0,American-Style Brown Ale,Little Apple Brewing
XX Black Angus Stout,4.5,10.0,American-Style Stout,Little Apple Brewing
Blarney Stone Stout,4.5,10.0,American-Style Stout,Little Apple Brewing
Wildcat Wheat,4.5,10.0,American-Style Lager,Little Apple Brewing
Grand Cru 2006,14.5,10.0,Undefined-Ignore,AleSmith Brewing
Horny Devil,14.5,10.0,Undefined-Ignore,AleSmith Brewing
Old Numbskull 2003,14.5,10.0,Undefined-Ignore,AleSmith Brewing
Lil Devil,4.5,10.0,Undefined-Ignore,AleSmith Brewing
Grand Cru 2003,14.5,10.0,Undefined-Ignore,AleSmith Brewing
Anvil Ale,5.5,10.0,Undefined-Ignore,AleSmith Brewing
Wee Heavy,9.5,10.0,Scotch Ale,AleSmith Brewing
X Extra Pale Ale,5.0,10.0,American-Style Pale Ale,AleSmith Brewing
IPA,7.25,10.0,American-Style India Pale Ale,AleSmith Brewing
Speedway Stout,12.0,10.0,American-Style Imperial Stout,AleSmith Brewing
Old Godfather,14.52,10.0,Undefined-Ignore,Speakeasy Ales and Lagers
Double Daddy,9.5,10.0,American-Style Pale Ale,Speakeasy Ales and Lagers
Untouchable Pale Ale,5.5,10.0,American-Style Pale Ale,Speakeasy Ales and Lagers
Prohibition Pale Ale,4.5,10.0,American-Style Pale Ale,Speakeasy Ales and Lagers
Big Daddy IPA,6.5,10.0,American-Style India Pale Ale,Speakeasy Ales and Lagers
Hennepin Farmhouse Ale,7.7,10.0,Undefined-Ignore,Brewery Ommegang
Obamagang Inauguration Ale,4.5,10.0,American-Style Stout,Brewery Ommegang
Abbey Dubbel,8.5,10.0,Belgian-Style Dubbel,Brewery Ommegang
Three Philosophers,9.8,10.0,Belgian-Style Quadrupel,Brewery Ommegang
Rare Vos,6.5,10.0,Other Belgian-Style Ales,Brewery Ommegang
Brother Thelonious,9.0,10.0,Undefined-Ignore,North Coast Brewing Company
PranQster Belgian Ale,7.6,10.0,Undefined-Ignore,North Coast Brewing Company
Old Stock Ale 2007,11.7,10.0,Old Ale,North Coast Brewing Company
Old Stock Ale 2004,11.4,10.0,Old Ale,North Coast Brewing Company
Old Stock Ale 2002,11.4,10.0,Old Ale,North Coast Brewing Company
Old Stock Ale 2001,11.4,10.0,Old Ale,North Coast Brewing Company
Acme California Pale Ale,5.0,10.0,American-Style Pale Ale,North Coast Brewing Company
Red Seal Ale,5.5,10.0,American-Style Amber/Red Ale,North Coast Brewing Company
Wintertime Ale 1992,4.5,10.0,American-Style Brown Ale,North Coast Brewing Company
Acme California Brown Ale,5.6,10.0,American-Style Brown Ale,North Coast Brewing Company
Wintertime Ale,4.5,10.0,American-Style Brown Ale,North Coast Brewing Company
Old No.38 Stout,5.5,10.0,American-Style Stout,North Coast Brewing Company
Old Rasputin Russian Imperial Stout,9.0,10.0,American-Style Imperial Stout,North Coast Brewing Company
Scrimshaw Pilsner Style Beer,4.4,10.0,German-Style Pilsener,North Coast Brewing Company
Bourbon Imperial Stout,4.5,10.0,Undefined-Ignore,Aksarben Brewing (BOP)
Witbier,4.5,10.0,Undefined-Ignore,Aksarben Brewing (BOP)
Brout,4.5,10.0,Undefined-Ignore,Aksarben Brewing (BOP)
Heater,4.5,10.0,American-Style Amber/Red Ale,Aksarben Brewing (BOP)
Harvest Brown,4.5,10.0,American-Style Brown Ale,Aksarben Brewing (BOP)
Bavarian Bock,4.5,10.0,Traditional German-Style Bock,Aksarben Brewing (BOP)
Fire in the Hole!,4.5,10.0,Undefined-Ignore,Gottberg Brew Pub
Toil & Trubbel Dubbel,8.1,10.0,Undefined-Ignore,Gottberg Brew Pub
Abtskelder Tripel,8.4,10.0,Undefined-Ignore,Gottberg Brew Pub
All-American Gold,4.5,10.0,Undefined-Ignore,Gottberg Brew Pub
Eighty-Shilling Scottish Ale (80/-),5.3,10.0,Undefined-Ignore,Gottberg Brew Pub
DSB / Dusters Special Bitter,5.6,10.0,Undefined-Ignore,Gottberg Brew Pub
All-American Lager (discontinued),4.5,10.0,Undefined-Ignore,Gottberg Brew Pub
Heavenly Helles,5.3,10.0,Undefined-Ignore,Gottberg Brew Pub
Belgian Ale (discontinued),4.5,10.0,Undefined-Ignore,Gottberg Brew Pub
Cow Palace Scotch Ale,6.8,10.0,Scotch Ale,Gottberg Brew Pub
Princess of Darkness Porter,4.6,10.0,Porter,Gottberg Brew Pub
Irish Porter (discontinued),4.5,10.0,Porter,Gottberg Brew Pub
Impromptu Pale Ale,5.0,10.0,American-Style Pale Ale,Gottberg Brew Pub
Pioneer Pale Ale (discontinued),4.5,10.0,American-Style Pale Ale,Gottberg Brew Pub
Wilsteraner Altbier,5.6,10.0,American-Style Brown Ale,Gottberg Brew Pub
Bugeater Brown Ale,4.4,10.0,American-Style Brown Ale,Gottberg Brew Pub
English Brown Ale (discontinued),4.5,10.0,American-Style Brown Ale,Gottberg Brew Pub
1916 Irish Stout,3.5,10.0,American-Style Stout,Gottberg Brew Pub
Rumble Seat Stout (discontinued),4.5,10.0,American-Style Stout,Gottberg Brew Pub
Tin Lizzie Hefeweizen,5.5,10.0,South German-Style Hefeweizen,Gottberg Brew Pub
Double Gueuze (discontinued),4.5,10.0,Belgian-Style Fruit Lambic,Gottberg Brew Pub
Steinworthy Oktoberfest,6.0,10.0,German-Style Oktoberfest,Gottberg Brew Pub
Octoberfest (discontinued),4.5,10.0,German-Style Oktoberfest,Gottberg Brew Pub
Jack of Spades Schwarzbier,3.9,10.0,German-Style Schwarzbier,Gottberg Brew Pub
Stí_venbrí_u Maibock,4.5,10.0,Traditional German-Style Bock,Gottberg Brew Pub
Model-A-Tor Doppelbock,7.4,10.0,Traditional German-Style Bock,Gottberg Brew Pub
Doppelbock (discontinued),4.5,10.0,Traditional German-Style Bock,Gottberg Brew Pub
Old Powerhouse Lager (discontinued),4.5,10.0,American-Style Lager,Gottberg Brew Pub
Bobby,4.5,10.0,Undefined-Ignore,Odell Brewing
5 Barrel Pale Ale,5.3,10.0,Classic English-Style Pale Ale,Odell Brewing
90 Shilling,5.3,10.0,Scottish-Style Light Ale,Odell Brewing
Cutthroat Porter,4.8,10.0,Porter,Odell Brewing
Odell IPA,7.0,10.0,American-Style India Pale Ale,Odell Brewing
Odell Red Ale,6.5,10.0,American-Style Amber/Red Ale,Odell Brewing
Levity Amber Ale,5.1,10.0,American-Style Amber/Red Ale,Odell Brewing
Imperial Stout,7.1,10.0,American-Style Stout,Odell Brewing
Double Pilsner,8.1,10.0,American-Style Lager,Odell Brewing
Easy Street Wheat,4.6,10.0,Light American Wheat Ale or Lager,Odell Brewing
Isolation Ale,6.0,10.0,Winter Warmer,Odell Brewing
Jolly Roger,4.5,10.0,Undefined-Ignore,Maritime Pacific Brewing
Portage Bay Pilsener,5.5,10.0,Undefined-Ignore,Maritime Pacific Brewing
