beer,abv,ibu,style,brewery,city,state
Tripel Vision,4.5,10.0,Undefined-Ignore,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Oak Aged Single Malt,4.5,10.0,Undefined-Ignore,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
West Bank Pub Ale,4.6,10.0,Classic English-Style Pale Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Hope & King Scotch Ale,6.0,10.0,Scotch Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Black H2O Oatmeal Stout,6.2,10.0,Oatmeal Stout,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Masala Mama IPA,5.9,10.0,American-Style India Pale Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Bright Spot Golden Ale,4.5,10.0,Golden or Blonde Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Smoked Hefe,4.5,10.0,American-Style Lager,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Smoked Porter,4.5,10.0,American-Style Lager,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Smoked Helles Lager,4.5,10.0,American-Style Lager,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Thunderstorm,4.5,10.0,Light American Wheat Ale or Lager,Minneapolis Town Hall Brewery,Minneapolis,Minnesota
Samurai,5.1,10.0,Undefined-Ignore,Great Divide Brewing,Denver,Colorado
Great Divide Dunkel Weiss,6.4,10.0,Undefined-Ignore,Great Divide Brewing,Denver,Colorado
Hot Shot ESB,5.0,10.0,Extra Special Bitter,Great Divide Brewing,Denver,Colorado
Hibernation Ale,8.1,10.0,Old Ale,Great Divide Brewing,Denver,Colorado
Claymore Scotch Ale,4.5,10.0,Scotch Ale,Great Divide Brewing,Denver,Colorado
St. Bridget's Porter,5.9,10.0,Porter,Great Divide Brewing,Denver,Colorado
Denver Pale Ale / DPA,5.4,10.0,American-Style Pale Ale,Great Divide Brewing,Denver,Colorado
Fresh Hop Pale Ale,6.1,10.0,American-Style Pale Ale,Great Divide Brewing,Denver,Colorado
Bee Sting Honey Ale,5.9,10.0,American-Style Pale Ale,Great Divide Brewing,Denver,Colorado
Hercules Double IPA,9.1,10.0,American-Style India Pale Ale,Great Divide Brewing,Denver,Colorado
Titan IPA,6.8,10.0,American-Style India Pale Ale,Great Divide Brewing,Denver,Colorado
Ridgeline Amber,5.4,10.0,American-Style Amber/Red Ale,Great Divide Brewing,Denver,Colorado
Old Ruffian,14.52,10.0,American-Style Barley Wine Ale,Great Divide Brewing,Denver,Colorado
Yeti Imperial Stout,9.5,10.0,American-Style Imperial Stout,Great Divide Brewing,Denver,Colorado
Oak Aged Yeti Imperial Stout,9.5,10.0,American-Style Imperial Stout,Great Divide Brewing,Denver,Colorado
Espresso Oak Aged Yeti,9.5,10.0,American-Style Imperial Stout,Great Divide Brewing,Denver,Colorado
Hades,7.3,10.0,Belgian-Style Pale Strong Ale,Great Divide Brewing,Denver,Colorado
Great Divide Belgica,7.2,10.0,Other Belgian-Style Ales,Great Divide Brewing,Denver,Colorado
Great Divide Saison,7.3,10.0,French & Belgian-Style Saison,Great Divide Brewing,Denver,Colorado
Wild Raspberry Ale,5.6,10.0,Fruit Beer,Great Divide Brewing,Denver,Colorado
Crystal Ale,4.5,10.0,Undefined-Ignore,Big Sky Brewing,Missoula,Montana
Powder Hound Winter Ale,4.5,10.0,Old Ale,Big Sky Brewing,Missoula,Montana
Moose Drool Brown Ale,5.3,10.0,Porter,Big Sky Brewing,Missoula,Montana
Scape Goat Pale Ale,4.7,10.0,American-Style Pale Ale,Big Sky Brewing,Missoula,Montana
IPA,4.5,10.0,American-Style India Pale Ale,Big Sky Brewing,Missoula,Montana
Summer Honey Seasonal Ale,4.5,10.0,American-Style Lager,Big Sky Brewing,Missoula,Montana
Trout Slayer,4.7,10.0,Light American Wheat Ale or Lager,Big Sky Brewing,Missoula,Montana
Coney Island Lager,4.5,10.0,Undefined-Ignore,Shmaltz Enterprises,San Francisco,California
Old Bawdy 2006,14.5,10.0,Undefined-Ignore,Pike Pub and Brewery,Seattle,Washington
Auld Acquaintance Spiced Ale,4.5,10.0,Undefined-Ignore,Pike Pub and Brewery,Seattle,Washington
Kilt Lifter Scotch Ale,4.5,10.0,Scotch Ale,Pike Pub and Brewery,Seattle,Washington
India Pale Ale,4.5,10.0,American-Style Pale Ale,Pike Pub and Brewery,Seattle,Washington
Pale Ale,4.5,10.0,American-Style Pale Ale,Pike Pub and Brewery,Seattle,Washington
Oatmeal Stout,4.5,10.0,American-Style Stout,Pike Pub and Brewery,Seattle,Washington
XXXXX Stout,4.5,10.0,American-Style Stout,Pike Pub and Brewery,Seattle,Washington
Weisse,4.5,10.0,American-Style Lager,Pike Pub and Brewery,Seattle,Washington
Certified Organic Extra Pale Ale,4.5,10.0,Undefined-Ignore,Eel River Brewing,Fortuna,California
Climax California Classic,5.0,10.0,Undefined-Ignore,Eel River Brewing,Fortuna,California
Triple Exultation Old Ale,9.7,10.0,Old Ale,Eel River Brewing,Fortuna,California
Certified Organic Porter,5.5,10.0,Porter,Eel River Brewing,Fortuna,California
Certified Organic India Pale Ale,7.0,10.0,American-Style Pale Ale,Eel River Brewing,Fortuna,California
Certified Organic Amber Ale,4.8,10.0,American-Style Amber/Red Ale,Eel River Brewing,Fortuna,California
Farm House Ale,6.7,10.0,Undefined-Ignore,Jack Russell Brewing,Camino,California
Best Bitter Ale,4.5,10.0,Undefined-Ignore,Jack Russell Brewing,Camino,California
Vertical Epic 07.07.07,8.4,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Old Guardian Barley Wine 2007,11.26,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Vertical Epic 05.05.05,8.5,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Old Guardian Barley Wine 2005,4.5,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
2004 Symposium Ale,7.5,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Vertical Epic 04.04.04,8.5,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Old Guardian Barley Wine 2003,9.91,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Vertical Epic 06.06.06,4.5,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Sublimely Self-Righteous Ale,8.7,10.0,Undefined-Ignore,Stone Brewing Co.,Escondido,California
Smoked Porter,5.9,10.0,Porter,Stone Brewing Co.,Escondido,California
Double Bastard Ale,14.5,10.0,American-Style Pale Ale,Stone Brewing Co.,Escondido,California
Stone Pale Ale,5.4,10.0,American-Style Pale Ale,Stone Brewing Co.,Escondido,California
Arrogant Bastard Ale,7.2,10.0,American-Style Pale Ale,Stone Brewing Co.,Escondido,California
Stone 11th Anniversery Ale,8.7,10.0,Dark American-Belgo-Style Ale,Stone Brewing Co.,Escondido,California
Oaked Arrogant Bastard Ale,7.2,10.0,American-Style Strong Pale Ale,Stone Brewing Co.,Escondido,California
13th Anniversary Ale,9.5,10.0,American-Style Strong Pale Ale,Stone Brewing Co.,Escondido,California
Stone IPA,6.9,10.0,American-Style India Pale Ale,Stone Brewing Co.,Escondido,California
9th Anniversary IPA,7.5,10.0,American-Style India Pale Ale,Stone Brewing Co.,Escondido,California
7th Anniversary IPA,7.7,10.0,American-Style India Pale Ale,Stone Brewing Co.,Escondido,California
5th Anniversary IPA,4.5,10.0,American-Style India Pale Ale,Stone Brewing Co.,Escondido,California
4th Anniversary IPA,4.5,10.0,American-Style India Pale Ale,Stone Brewing Co.,Escondido,California
Ruination IPA,7.7,10.0,Imperial or Double India Pale Ale,Stone Brewing Co.,Escondido,California
Levitation Ale,4.4,10.0,American-Style Amber/Red Ale,Stone Brewing Co.,Escondido,California
Imperial Stout 2003,9.4,10.0,American-Style Stout,Stone Brewing Co.,Escondido,California
Imperial Stout 2002,9.47,10.0,American-Style Stout,Stone Brewing Co.,Escondido,California
Imperial Stout 2001,9.47,10.0,American-Style Stout,Stone Brewing Co.,Escondido,California
Imperial Russian Stout,14.55,10.0,American-Style Imperial Stout,Stone Brewing Co.,Escondido,California
Vertical Epic 10.10.10,9.5,10.0,Belgian-Style Pale Ale,Stone Brewing Co.,Escondido,California
Stone 09.09.09 Vertical Epic Ale,8.9,10.0,Belgian-Style Dark Strong Ale,Stone Brewing Co.,Escondido,California
Stone Cali-Belgique,6.9,10.0,Other Belgian-Style Ales,Stone Brewing Co.,Escondido,California
Ringwood Brewery Old Thumper Extra Special Ale,4.5,10.0,Undefined-Ignore,Shipyard Brewing - Portland,Portland,Maine
Pugsley's Signature Series Imperial Porter,7.1,10.0,Porter,Shipyard Brewing - Portland,Portland,Maine
Export Ale,5.1,10.0,American-Style Pale Ale,Shipyard Brewing - Portland,Portland,Maine
Fuggles IPA,4.5,10.0,American-Style India Pale Ale,Shipyard Brewing - Portland,Portland,Maine
Pugsley's Signature Series XXXX IPA,9.25,10.0,Imperial or Double India Pale Ale,Shipyard Brewing - Portland,Portland,Maine
Pugsley's Signature Series Barley Wine Style Ale,8.5,10.0,American-Style Barley Wine Ale,Shipyard Brewing - Portland,Portland,Maine
Pumpkinhead Ale,4.5,10.0,Pumpkin Beer,Shipyard Brewing - Portland,Portland,Maine
Bourbon Barrel Porter,9.1,10.0,Undefined-Ignore,Oregon Trail Brewery,Corvallis,Oregon
White Christmas,6.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant,Novato,California
Old Blarney Barleywine,14.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant,Novato,California
Moylannium Ale,4.5,10.0,Undefined-Ignore,Moylan's Brewery & Restaurant,Novato,California
Kilt Lifter Scottish Ale,8.0,10.0,Scotch Ale,Moylan's Brewery & Restaurant,Novato,California
India Pale Ale,6.5,10.0,American-Style Pale Ale,Moylan's Brewery & Restaurant,Novato,California
Moylander Double IPA,8.5,10.0,Imperial or Double India Pale Ale,Moylan's Brewery & Restaurant,Novato,California
Moylans Hopsickle Imperial Ale,9.2,10.0,Imperial or Double India Pale Ale,Moylan's Brewery & Restaurant,Novato,California
Irish Dry Stout,4.8,10.0,American-Style Stout,Moylan's Brewery & Restaurant,Novato,California
Imperial Stout,4.5,10.0,American-Style Stout,Moylan's Brewery & Restaurant,Novato,California
Grand Cru,9.0,10.0,Undefined-Ignore,Upstream Brewing Old Market,Omaha,Nebraska
1000 Barley Wine,9.2,10.0,Undefined-Ignore,Upstream Brewing Old Market,Omaha,Nebraska
Irish Red,4.4,10.0,Undefined-Ignore,Upstream Brewing Old Market,Omaha,Nebraska
Firehouse ESB,5.5,10.0,Extra Special Bitter,Upstream Brewing Old Market,Omaha,Nebraska
Dundee Scotch Ale,6.5,10.0,Scotch Ale,Upstream Brewing Old Market,Omaha,Nebraska
Capitol Premium Pale Ale,5.0,10.0,American-Style Pale Ale,Upstream Brewing Old Market,Omaha,Nebraska
Railyard Ale,5.8,10.0,American-Style Pale Ale,Upstream Brewing Old Market,Omaha,Nebraska
India Pale Ale,6.3,10.0,American-Style India Pale Ale,Upstream Brewing Old Market,Omaha,Nebraska
Gold Coast Blonde Ale,4.4,10.0,Golden or Blonde Ale,Upstream Brewing Old Market,Omaha,Nebraska
Old Market Stout,4.5,10.0,American-Style Stout,Upstream Brewing Old Market,Omaha,Nebraska
Blackstone Stout,4.4,10.0,American-Style Stout,Upstream Brewing Old Market,Omaha,Nebraska
Heartland Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Upstream Brewing Old Market,Omaha,Nebraska
Honey-Raspberry Ale,4.4,10.0,Belgian-Style Fruit Lambic,Upstream Brewing Old Market,Omaha,Nebraska
O! Gold Light Beer,3.8,10.0,American-Style Light Lager,Upstream Brewing Old Market,Omaha,Nebraska
American Wheat,4.7,10.0,Light American Wheat Ale or Lager,Upstream Brewing Old Market,Omaha,Nebraska
Spring Heat Spiced Wheat,5.2,10.0,Undefined-Ignore,Anheuser-Busch,Saint Louis,Missouri
Bud Extra,6.6,10.0,Undefined-Ignore,Anheuser-Busch,Saint Louis,Missouri
Michelob Irish Red,4.5,10.0,Irish-Style Red Ale,Anheuser-Busch,Saint Louis,Missouri
Green Valley Stone Mill Pale Ale,5.5,10.0,American-Style Pale Ale,Anheuser-Busch,Saint Louis,Missouri
Pacific Ridge Pale Ale,4.5,10.0,American-Style Pale Ale,Anheuser-Busch,Saint Louis,Missouri
Michelob Pale Ale,4.5,10.0,American-Style Pale Ale,Anheuser-Busch,Saint Louis,Missouri
Michelob Dunkel Weisse,5.5,10.0,Dark American-Belgo-Style Ale,Anheuser-Busch,Saint Louis,Missouri
Budweiser American Ale,5.1,10.0,American-Style Amber/Red Ale,Anheuser-Busch,Saint Louis,Missouri
Beach Bum Blonde Ale,5.4,10.0,Golden or Blonde Ale,Anheuser-Busch,Saint Louis,Missouri
Bare Knuckle Stout,4.5,10.0,American-Style Stout,Anheuser-Busch,Saint Louis,Missouri
Shock Top,5.2,10.0,Belgian-Style White,Anheuser-Busch,Saint Louis,Missouri
Bud Light Golden Wheat,4.5,10.0,Belgian-Style White,Anheuser-Busch,Saint Louis,Missouri
Wild Blue Blueberry Lager,8.0,10.0,Belgian-Style Fruit Lambic,Anheuser-Busch,Saint Louis,Missouri
Ziegenbock Amber,4.5,10.0,Traditional German-Style Bock,Anheuser-Busch,Saint Louis,Missouri
Green Valley Wild Hop Lager,4.5,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Michelob Hefeweizen,4.5,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Bud Ice,5.5,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Bud Ice Light,4.1,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Michelob Amber Bock,5.2,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Redbridge,4.5,10.0,American-Style Lager,Anheuser-Busch,Saint Louis,Missouri
Budweiser,5.0,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Bud Light,4.2,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Budweiser Select,4.3,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Natural Ice,5.9,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Natural Light,4.2,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Bud Dry,5.0,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Bud Light Lime,4.2,10.0,American-Style Light Lager,Anheuser-Busch,Saint Louis,Missouri
Sun Dog Amber Wheat,5.3,10.0,Light American Wheat Ale or Lager,Anheuser-Busch,Saint Louis,Missouri
Michelob Hop Hound Amber Wheat,5.3,10.0,Light American Wheat Ale or Lager,Anheuser-Busch,Saint Louis,Missouri
Jack's Pumpkin Spice Ale,5.5,10.0,Pumpkin Beer,Anheuser-Busch,Saint Louis,Missouri
Michelob Winter's Bourbon Cask Ale,6.0,10.0,Winter Warmer,Anheuser-Busch,Saint Louis,Missouri
Alpine Gold,4.5,10.0,Undefined-Ignore,Tied House Cafe & Brewery - San Jose,San Jose,California
Cascade Amber,4.5,10.0,American-Style Amber/Red Ale,Tied House Cafe & Brewery - San Jose,San Jose,California
Ironwood Dark,4.5,10.0,American-Style Brown Ale,Tied House Cafe & Brewery - San Jose,San Jose,California
Oatmeal Stout,4.5,10.0,American-Style Stout,Tied House Cafe & Brewery - San Jose,San Jose,California
Maibock,4.5,10.0,Traditional German-Style Bock,Tied House Cafe & Brewery - San Jose,San Jose,California
Amber Light,4.5,10.0,American-Style Lager,Tied House Cafe & Brewery - San Jose,San Jose,California
New World Wheat,4.5,10.0,American-Style Lager,Tied House Cafe & Brewery - San Jose,San Jose,California
Harbor Light Ale,4.8,10.0,Undefined-Ignore,Half Moon Bay Brewing,Princeton by the Sea,California
Pillar Point Pale Ale,4.6,10.0,American-Style Pale Ale,Half Moon Bay Brewing,Princeton by the Sea,California
Old Princeton Landing IPA,6.1,10.0,American-Style India Pale Ale,Half Moon Bay Brewing,Princeton by the Sea,California
Mavericks Amber Ale,4.8,10.0,American-Style Amber/Red Ale,Half Moon Bay Brewing,Princeton by the Sea,California
Paddle Out Stout,5.2,10.0,American-Style Stout,Half Moon Bay Brewing,Princeton by the Sea,California
Sandy Beach Blonde Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Half Moon Bay Brewing,Princeton by the Sea,California
Illuminator Doppelbock,6.8,10.0,Traditional German-Style Bock,Half Moon Bay Brewing,Princeton by the Sea,California
Leroy Barleywine,4.5,10.0,Undefined-Ignore,Seabright Brewery,Santa Cruz,California
Red Nose,4.5,10.0,Undefined-Ignore,Seabright Brewery,Santa Cruz,California
Pelican Pale,5.0,10.0,American-Style Pale Ale,Seabright Brewery,Santa Cruz,California
Blur IPA,4.5,10.0,American-Style India Pale Ale,Seabright Brewery,Santa Cruz,California
Amber,5.0,10.0,American-Style Amber/Red Ale,Seabright Brewery,Santa Cruz,California
Oatmeal Stout,6.0,10.0,American-Style Stout,Seabright Brewery,Santa Cruz,California
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Seabright Brewery,Santa Cruz,California
Brew Ribbon,4.5,10.0,American-Style Lager,Seabright Brewery,Santa Cruz,California
Fairfax Coffee Porter,5.5,10.0,Undefined-Ignore,Iron Springs Pub & Brewery,Fairfax,California
Kent Lake Kolsch,4.0,10.0,Undefined-Ignore,Iron Springs Pub & Brewery,Fairfax,California
Shining Star Pale Ale,5.0,10.0,American-Style Pale Ale,Iron Springs Pub & Brewery,Fairfax,California
Casey Jones Imperial IPA,7.25,10.0,American-Style India Pale Ale,Iron Springs Pub & Brewery,Fairfax,California
IPA,6.0,10.0,American-Style India Pale Ale,Iron Springs Pub & Brewery,Fairfax,California
Epiphany Ale,5.5,10.0,American-Style Amber/Red Ale,Iron Springs Pub & Brewery,Fairfax,California
Chazz Cat Rye,4.5,10.0,American-Style Lager,Iron Springs Pub & Brewery,Fairfax,California
Honey Bunny Blonde Ale,5.8,10.0,American-Style Lager,Iron Springs Pub & Brewery,Fairfax,California
Czech Lager,4.5,10.0,Undefined-Ignore,Gordon Biersch Brewing,San Jose,California
Pilsner,5.3,10.0,Undefined-Ignore,Gordon Biersch Brewing,San Jose,California
Dunkles,5.1,10.0,Undefined-Ignore,Gordon Biersch Brewing,San Jose,California
Golden Export,5.0,10.0,Undefined-Ignore,Gordon Biersch Brewing,San Jose,California
Gordon Biersch Marzen,5.7,10.0,Undefined-Ignore,Gordon Biersch Brewing,San Jose,California
Gordon Biersch Hefeweizen,5.5,10.0,South German-Style Hefeweizen,Gordon Biersch Brewing,San Jose,California
Gordon Biersch Czech Lager,5.6,10.0,German-Style Pilsener,Gordon Biersch Brewing,San Jose,California
Schwarzbier,4.3,10.0,German-Style Schwarzbier,Gordon Biersch Brewing,San Jose,California
Gordon Biersch Schwarzbier,4.3,10.0,German-Style Schwarzbier,Gordon Biersch Brewing,San Jose,California
Blonde Bock,7.0,10.0,Traditional German-Style Bock,Gordon Biersch Brewing,San Jose,California
Maibock,4.5,10.0,Traditional German-Style Bock,Gordon Biersch Brewing,San Jose,California
Bock,4.5,10.0,Traditional German-Style Bock,Gordon Biersch Brewing,San Jose,California
Premium Light Lager,4.5,10.0,American-Style Lager,Gordon Biersch Brewing,San Jose,California
ESB,4.5,10.0,Undefined-Ignore,Roost Brewery,Campbell,California
Porter,4.5,10.0,Porter,Roost Brewery,Campbell,California
Pale Ale,4.5,10.0,American-Style Pale Ale,Roost Brewery,Campbell,California
Kristall Weizen,4.5,10.0,American-Style Lager,Roost Brewery,Campbell,California
ESB (Extra Special Blizzard),6.0,10.0,Undefined-Ignore,Snowshoe Brewing - Sonora,Sonora,California
Thompson Pale Ale,5.5,10.0,American-Style Pale Ale,Snowshoe Brewing - Sonora,Sonora,California
Golden Ale,4.5,10.0,Undefined-Ignore,HopTown Brewing,Pleasanton,California
Paint the Town Red,4.5,10.0,American-Style Amber/Red Ale,HopTown Brewing,Pleasanton,California
Copper Wheat,4.5,10.0,American-Style Lager,HopTown Brewing,Pleasanton,California
Red Ale,4.5,10.0,Undefined-Ignore,Jack's Brewing,Fremont,California
Penalty Shot Porter,5.8,10.0,Porter,Jack's Brewing,Fremont,California
India Pale Ale,7.5,10.0,American-Style Pale Ale,Jack's Brewing,Fremont,California
Grid Iron Amber Ale,5.6,10.0,American-Style Amber/Red Ale,Jack's Brewing,Fremont,California
Hefeweizen,5.6,10.0,South German-Style Hefeweizen,Jack's Brewing,Fremont,California
Boys of Summer Wheat,3.5,10.0,American-Style Lager,Jack's Brewing,Fremont,California
Bitter,4.5,10.0,Undefined-Ignore,Firehouse Grill & Brewery,Sunnyvale,California
Pale Ale,4.5,10.0,American-Style Pale Ale,Firehouse Grill & Brewery,Sunnyvale,California
Double IPA,4.5,10.0,American-Style India Pale Ale,Firehouse Grill & Brewery,Sunnyvale,California
Red Ale,4.5,10.0,American-Style Amber/Red Ale,Firehouse Grill & Brewery,Sunnyvale,California
Hefeweizen,4.5,10.0,American-Style Lager,Firehouse Grill & Brewery,Sunnyvale,California
Brewhouse Blonde,4.7,10.0,Undefined-Ignore,BJ's Restaurant and Brewery,Brea,California
Jeremiah Red,7.3,10.0,Irish-Style Red Ale,BJ's Restaurant and Brewery,Brea,California
P.M. Porter,6.4,10.0,Porter,BJ's Restaurant and Brewery,Brea,California
Piranha Pale Ale,5.7,10.0,American-Style Pale Ale,BJ's Restaurant and Brewery,Brea,California
Nutty Brewnette,5.9,10.0,American-Style Brown Ale,BJ's Restaurant and Brewery,Brea,California
Tatonka Stout,8.5,10.0,American-Style Imperial Stout,BJ's Restaurant and Brewery,Brea,California
Harvest Hefeweizen,4.9,10.0,South German-Style Hefeweizen,BJ's Restaurant and Brewery,Brea,California
BJ's Annual Grand Cru,14.5,10.0,Belgian-Style Pale Strong Ale,BJ's Restaurant and Brewery,Brea,California
Nit Wit,4.7,10.0,Belgian-Style White,BJ's Restaurant and Brewery,Brea,California
Belgian Tripel,4.5,10.0,Undefined-Ignore,Faultline Brewing #1,Sunnyvale,California
Belgian Abbey,4.5,10.0,Undefined-Ignore,Faultline Brewing #1,Sunnyvale,California
Best Bitter,4.5,10.0,Undefined-Ignore,Faultline Brewing #1,Sunnyvale,California
Pilsner,4.5,10.0,Undefined-Ignore,Faultline Brewing #1,Sunnyvale,California
